,Fruits_veggies,Daily_stress,Places_visited,Core_circle,Supporting_others,Social_network,Achievement,Donation,Bmi_range,Todo_completed,Flow,Daily_steps,Live_vision,Sleep_hours,Lost_vacation,Daily_shouting,Sufficient_income,Personal_awards,Time_for_passion,Weekly_meditation,Age,Gender,Work_life_balance_score
3368,5,5,2,2,0,4,0,0,2,6,2,1,0,6,0,3,2,3,3,2,36-50,Female,593.2
3369,3,1,1,1,3,1,2,3,1,6,5,7,5,7,1,1,2,1,8,10,> 50,Male,674.5
3370,5,3,3,10,10,10,6,5,2,8,4,5,10,5,0,1,2,10,10,5,> 50,Female,731.5
3371,0,5,0,0,10,10,1,5,2,3,0,1,2,4,0,1,1,6,3,1,21-35,Male,596.2
3372,3,1,5,10,10,10,5,5,1,5,5,10,10,8,2,1,2,7,10,10,36-50,Female,762.0
3373,3,2,10,8,4,3,4,3,1,4,5,5,5,8,0,0,2,4,2,2,36-50,Female,686.2
3374,1,5,0,7,2,10,2,0,2,4,1,10,0,7,4,10,2,6,2,4,< 20,Female,603.7
3375,2,3,7,7,10,8,10,5,2,5,6,10,10,7,0,5,2,10,8,8,21-35,Female,732.9
3376,0,5,0,0,0,0,0,0,2,0,0,1,0,1,10,10,1,0,0,0,21-35,Male,
3377,1,4,4,10,5,10,8,2,1,4,4,2,3,7,10,8,1,7,2,6,36-50,Female,634.4
3378,5,4,0,4,2,3,0,0,1,3,0,6,0,4,6,9,1,2,3,5,36-50,Male,578.5
3379,3,4,4,10,10,5,8,5,2,6,6,5,10,8,5,8,2,5,5,6,21-35,Female,687.9
3380,4,4,3,3,5,5,4,5,1,1,4,6,1,6,10,8,2,7,5,4,36-50,Male,641.8
3381,2,5,0,7,9,9,10,0,1,7,9,8,7,6,2,7,1,3,7,3,21-35,Female,666.0
3382,1,5,0,3,8,3,6,5,1,5,10,10,10,8,0,1,1,3,2,5,< 20,Female,673.6
3383,3,5,3,2,7,2,2,5,2,0,3,8,10,4,8,10,2,0,0,10,21-35,Female,612.9
3384,2,5,4,6,10,10,10,5,1,8,5,10,10,7,0,0,2,10,6,4,> 50,Female,741.4
3385,2,3,3,4,1,10,2,2,2,4,4,7,8,4,2,2,1,4,4,2,> 50,Male,622.9
3386,2,3,1,5,10,10,5,2,2,10,2,1,4,7,4,2,2,5,2,3,36-50,Female,649.5
3387,4,3,7,8,6,5,2,1,1,7,1,8,1,7,0,3,2,2,3,7,21-35,Female,674.7
3388,5,3,6,2,6,3,3,0,1,9,2,7,5,8,0,1,2,3,7,10,21-35,Male,690.0
3389,5,2,10,3,3,2,3,0,1,10,4,10,4,8,1,8,2,10,1,10,21-35,Female,692.3
3390,2,2,10,8,10,5,8,5,1,5,2,9,5,7,2,2,1,3,2,5,< 20,Male,691.9
3391,5,2,6,8,10,10,2,5,1,5,1,10,5,7,10,3,2,9,7,10,> 50,Female,722.7
3392,2,4,4,7,7,10,4,4,1,6,6,4,10,7,5,2,2,5,2,4,< 20,Female,687.5
3393,2,3,2,3,10,2,3,5,1,9,4,10,6,7,0,1,1,2,5,7,36-50,Female,678.5
3394,4,3,9,0,2,4,3,2,1,6,1,4,1,6,5,1,2,3,2,9,36-50,Male,648.2
3395,1,2,2,5,2,4,2,2,1,3,3,7,3,7,6,5,2,10,1,10,21-35,Male,649.0
3396,2,1,6,10,10,5,10,5,2,8,5,8,5,9,0,0,1,8,6,10,> 50,Female,721.0
3397,0,3,10,4,3,3,4,0,1,3,0,2,2,8,0,4,2,4,0,10,> 50,Female,636.3
3398,4,1,8,10,10,8,8,4,1,8,8,8,3,8,0,0,2,10,5,10,36-50,Female,765.0
3399,4,2,4,4,3,3,3,1,1,5,2,5,1,8,3,4,1,2,3,6,21-35,Female,628.4
3400,5,3,10,10,10,10,10,3,1,6,6,6,5,7,0,1,2,5,2,7,36-50,Female,738.9
3401,4,4,1,5,7,5,1,1,1,8,3,1,10,6,10,9,2,4,4,8,21-35,Female,640.8
3402,1,2,5,3,0,4,0,0,1,4,0,1,0,7,0,1,1,3,0,1,21-35,Female,588.3
3403,2,1,5,10,6,6,8,5,1,9,3,2,4,7,0,2,2,7,8,10,36-50,Female,724.5
3404,2,3,5,6,6,5,4,5,1,3,6,4,2,7,3,3,2,5,4,8,< 20,Male,677.3
3405,1,1,1,2,10,4,3,2,2,3,6,1,0,7,10,0,1,3,8,3,> 50,Male,605.3
3406,1,1,1,2,10,4,3,2,2,3,6,1,0,7,10,0,1,3,8,3,> 50,Male,605.3
3407,3,2,10,5,10,3,2,1,2,8,10,2,10,8,10,1,2,10,2,8,21-35,Male,683.9
3408,2,5,6,7,10,10,2,0,1,10,6,10,10,7,0,10,2,10,10,2,21-35,Female,707.4
3409,4,3,4,10,10,10,5,5,2,10,4,7,7,8,4,4,2,10,1,10,< 20,Female,717.2
3410,2,1,2,10,10,7,2,5,2,8,6,3,7,7,0,3,2,7,4,10,> 50,Male,702.6
3411,3,1,7,10,10,9,2,5,1,7,2,6,5,7,0,2,2,4,6,10,> 50,Female,728.7
3412,2,1,7,2,4,3,2,5,2,7,0,7,5,8,0,4,2,5,3,10,36-50,Female,667.9
3413,3,2,10,7,3,10,5,2,1,5,2,5,4,10,10,10,2,4,1,10,< 20,Male,669.6
3414,5,1,10,6,7,5,6,3,1,7,4,10,5,8,0,1,2,6,3,10,> 50,Female,734.8
3415,3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,21-35,Male,646.3
3416,3,3,8,10,5,10,6,5,1,6,7,6,10,8,10,5,2,7,4,8,< 20,Female,717.0
3417,4,4,5,4,1,4,5,2,1,4,2,7,1,7,0,4,2,3,1,3,36-50,Female,643.9
3418,2,2,10,5,10,10,10,5,1,7,3,7,10,8,0,1,2,3,5,10,21-35,Female,746.1
3419,1,5,1,5,3,2,1,0,2,0,1,1,0,7,0,2,1,0,1,5,21-35,Male,557.7
3420,1,5,3,3,3,0,1,4,2,0,5,2,0,5,2,1,1,0,0,2,< 20,Male,564.3
3421,4,4,6,3,5,10,0,1,1,8,1,10,2,6,0,0,1,2,2,5,21-35,Female,652.8
3422,3,1,4,10,3,3,3,4,2,7,3,1,0,6,5,5,2,0,3,7,> 50,Female,634.0
3423,3,1,4,10,3,3,3,4,2,7,3,1,0,6,5,5,2,0,3,7,> 50,Female,634.0
3424,2,3,1,2,2,10,5,1,2,8,2,1,2,8,10,1,2,7,1,1,> 50,Male,612.3
3425,2,1,2,6,5,4,1,5,1,1,2,3,3,6,2,10,2,2,0,2,21-35,Female,625.9
3426,5,2,0,1,0,1,0,0,1,2,1,1,0,10,10,2,2,2,2,2,21-35,Male,590.6
3427,4,3,4,8,8,7,5,1,1,8,7,8,10,6,0,7,2,4,2,7,21-35,Male,701.7
3428,1,3,10,6,7,10,10,1,1,8,6,5,10,7,1,5,2,10,8,5,21-35,Female,723.4
3429,3,3,4,1,5,10,0,5,2,4,0,1,1,7,10,0,1,4,6,3,> 50,Female,607.0
3430,3,5,10,3,7,3,4,5,1,6,4,5,1,6,0,10,2,8,2,4,21-35,Female,663.7
3431,4,2,10,7,7,10,5,5,1,7,4,10,7,7,0,2,2,8,5,6,21-35,Male,743.1
3432,2,3,1,2,2,10,5,1,2,8,2,1,2,8,10,1,2,7,1,1,> 50,Male,612.3
3433,4,5,1,7,6,2,1,2,1,5,3,7,5,7,3,2,1,5,2,8,36-50,Female,642.2
3434,2,2,4,5,4,9,6,3,1,8,4,4,2,7,7,0,2,7,2,2,21-35,Male,670.5
3435,3,3,5,7,7,6,5,3,2,7,4,3,5,8,1,0,2,2,5,5,36-50,Female,672.2
3436,3,3,6,6,7,3,5,0,1,0,6,5,5,1,6,0,2,6,0,4,< 20,Male,644.0
3437,3,3,6,6,7,3,5,0,1,0,6,5,5,1,6,0,2,6,0,4,< 20,Male,644.0
3438,3,1,10,6,5,3,10,3,1,9,6,8,8,7,2,1,2,10,6,8,> 50,Male,739.3
3439,3,1,8,10,9,10,7,4,2,8,7,10,9,7,2,0,2,7,10,5,< 20,Female,746.5
3440,3,3,1,4,10,10,3,1,2,4,5,2,3,6,3,4,1,4,3,3,> 50,Female,618.9
3441,3,5,10,6,2,3,2,1,1,1,1,5,0,7,10,2,2,4,2,5,21-35,Male,621.4
3442,3,5,10,6,2,3,2,1,1,1,1,5,0,7,10,2,2,4,2,5,21-35,Male,621.4
3443,4,3,8,9,7,5,8,3,1,8,8,7,5,6,6,4,2,8,7,7,21-35,Male,718.5
3444,0,3,3,6,8,10,6,1,2,5,6,7,5,6,4,3,1,4,3,4,< 20,Female,635.2
3445,5,5,6,10,5,5,6,5,1,9,10,2,1,9,0,3,2,3,10,10,36-50,Female,721.5
3446,0,4,3,2,3,10,0,0,2,9,0,4,1,7,0,6,2,1,0,2,36-50,Male,594.0
3447,3,1,8,3,8,3,7,1,1,8,2,8,3,7,3,2,2,7,4,7,< 20,Male,693.4
3448,3,1,8,4,8,3,6,1,1,7,2,8,3,7,4,1,2,7,4,6,< 20,Male,690.0
3449,0,5,2,6,6,10,4,5,2,9,4,7,1,8,10,1,1,0,0,0,21-35,Female,608.4
3450,5,5,4,3,10,10,1,5,2,2,2,4,1,6,10,2,1,5,4,3,36-50,Male,619.3
3451,2,5,7,6,3,6,2,5,2,3,0,4,10,7,2,4,2,6,1,8,21-35,Female,650.1
3452,1,5,3,7,10,7,9,4,2,8,4,8,5,8,5,5,2,6,8,9,21-35,Male,686.8
3453,0,1,1,10,4,2,5,4,2,3,5,4,10,6,0,1,2,1,7,8,21-35,Female,666.9
3454,3,2,3,4,5,8,2,1,2,7,1,6,0,6,7,4,2,5,0,10,> 50,Female,631.6
3455,3,3,5,2,2,5,1,2,2,0,1,7,0,5,10,4,1,6,1,1,36-50,Male,573.8
3456,3,4,10,7,10,10,6,5,1,7,5,8,1,7,7,1,1,6,4,10,36-50,Female,701.9
3457,5,5,4,3,10,10,1,5,2,2,2,4,1,6,10,2,1,5,4,3,36-50,Male,619.3
3458,3,1,6,3,4,3,5,1,1,4,5,6,2,10,10,0,2,10,3,10,21-35,Female,678.3
3459,3,4,3,10,10,7,10,3,2,7,5,8,2,5,2,9,2,6,9,10,36-50,Female,691.3
3460,3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,21-35,Male,646.3
3461,2,1,5,3,1,5,4,1,2,3,4,2,2,7,5,2,1,3,1,7,21-35,Male,603.8
3462,2,3,5,10,2,9,5,2,1,6,3,8,10,8,7,7,1,10,3,5,< 20,Female,669.8
3463,3,3,4,8,4,10,7,4,1,7,5,6,10,8,2,1,2,5,1,4,36-50,Male,706.8
3464,4,4,3,5,2,5,3,3,2,8,6,6,5,7,0,2,2,2,1,10,21-35,Male,660.7
3465,2,5,6,10,2,9,5,1,1,9,0,2,5,9,0,2,2,10,4,4,21-35,Female,680.7
3466,4,5,1,3,6,2,0,5,2,2,1,1,1,10,0,4,1,10,0,3,> 50,Female,604.2
3467,4,5,1,3,3,2,0,4,2,2,0,1,1,10,0,5,1,10,0,1,> 50,Female,588.9
3468,3,3,5,4,5,10,5,1,1,5,0,2,2,8,10,9,2,6,1,1,36-50,Male,626.1
3469,5,3,5,10,10,10,2,5,2,2,2,6,2,6,0,4,2,4,2,4,36-50,Female,674.1
3470,2,2,2,10,7,9,5,2,1,2,3,2,10,5,10,1,2,5,2,5,< 20,Female,664.6
3471,0,1,1,10,4,2,5,4,2,3,5,4,10,6,0,1,2,1,7,8,21-35,Female,666.9
3472,3,3,10,7,10,8,4,5,1,7,3,7,4,6,10,4,2,4,5,5,21-35,Female,693.0
3473,2,5,3,5,10,9,5,4,1,5,1,3,2,5,8,2,2,7,1,2,> 50,Female,647.8
3474,4,1,3,4,3,6,7,4,2,8,4,6,8,8,2,2,1,7,6,7,< 20,Male,677.9
3475,3,2,10,4,10,2,2,3,1,8,3,8,4,8,0,0,1,5,2,10,36-50,Male,690.2
3476,5,3,5,10,10,10,2,5,2,2,2,6,2,6,0,4,2,4,2,4,36-50,Female,674.1
3477,0,1,1,10,4,2,5,4,2,3,5,4,10,6,0,1,2,1,7,8,21-35,Female,666.9
3478,5,0,2,5,10,5,2,5,1,10,10,5,2,7,0,0,2,10,10,10,> 50,Female,747.2
3479,4,3,4,5,8,10,8,5,1,4,1,6,3,8,10,1,1,9,1,8,> 50,Female,676.2
3480,1,0,1,2,3,4,1,1,2,3,1,3,1,6,2,2,1,3,1,1,> 50,Female,580.0
3481,0,1,1,10,4,2,5,4,2,3,5,4,10,6,0,1,2,1,7,8,21-35,Female,666.9
3482,4,2,10,5,10,10,2,1,1,3,1,9,5,8,10,0,2,1,3,7,21-35,Female,683.6
3483,3,4,0,2,2,10,5,1,2,5,1,8,3,5,0,3,2,3,1,2,> 50,Female,621.6
3484,3,2,5,6,10,6,3,5,2,5,4,7,10,5,10,2,2,4,3,10,21-35,Female,679.2
3485,0,5,0,1,6,2,1,0,2,7,1,4,0,10,7,0,1,4,0,6,21-35,Female,572.5
3486,3,2,5,6,10,6,3,5,2,5,4,7,10,5,10,2,2,4,3,10,21-35,Female,679.2
3487,3,2,5,6,10,6,3,5,2,5,4,7,10,5,10,2,2,4,3,10,21-35,Female,679.2
3488,3,2,4,5,3,10,5,5,2,7,2,9,5,5,0,1,2,10,1,6,> 50,Female,688.1
3489,5,3,2,8,8,10,7,4,1,9,4,5,5,7,0,2,1,4,7,6,21-35,Female,703.0
3490,3,2,5,6,10,6,3,5,2,5,4,7,10,5,10,2,2,4,3,10,21-35,Female,679.2
3491,0,1,1,10,4,2,5,4,2,3,5,4,10,6,0,1,2,1,7,8,21-35,Female,666.9
3492,5,2,1,6,3,4,2,2,1,7,4,3,3,7,5,1,2,3,1,3,21-35,Female,649.9
3493,5,2,2,6,3,2,2,2,1,7,4,1,2,7,5,1,2,3,2,2,21-35,Female,642.7
3494,3,2,5,7,5,5,4,5,1,5,0,10,4,8,0,2,1,4,1,8,21-35,Female,677.0
3495,3,5,2,10,10,10,6,5,2,5,4,6,5,7,0,4,2,10,5,4,36-50,Male,693.0
3496,5,1,3,10,10,10,8,5,1,7,2,6,10,7,0,2,2,10,10,8,36-50,Female,762.7
3497,5,2,1,5,2,10,2,2,1,9,1,4,2,6,0,1,2,8,1,10,36-50,Female,682.2
3498,3,3,2,10,8,8,5,1,2,8,3,5,10,4,6,1,2,4,4,5,36-50,Male,666.7
3499,2,3,5,3,4,5,5,0,2,4,7,1,0,6,2,4,2,6,5,2,36-50,Male,622.1
3500,2,3,5,3,4,5,5,0,2,4,7,1,0,6,2,4,2,6,5,2,36-50,Male,622.1
3501,2,1,5,3,4,4,5,4,2,6,5,1,5,8,0,3,2,0,3,6,21-35,Male,651.4
3502,3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,21-35,Male,646.3
3503,0,1,1,10,4,2,5,4,2,3,5,4,10,6,0,1,2,1,7,8,21-35,Female,666.9
3504,5,3,6,5,10,6,1,4,1,2,0,5,0,6,2,0,2,8,0,2,21-35,Female,667.1
3505,0,1,1,10,4,2,5,4,2,3,5,4,10,6,0,1,2,1,7,8,21-35,Female,666.9
3506,5,5,0,0,10,10,3,5,2,10,3,5,2,6,7,7,2,10,6,0,21-35,Female,650.1
3507,5,1,10,4,10,10,10,5,1,1,5,10,10,10,0,3,2,10,4,10,21-35,Female,767.5
3508,2,1,6,7,5,10,5,0,1,5,6,7,0,7,0,1,2,10,8,3,21-35,Female,700.0
3509,3,1,2,10,2,10,2,4,1,8,0,1,0,5,10,3,1,9,4,10,< 20,Female,650.8
3510,3,2,10,10,10,10,10,5,1,8,10,8,10,7,0,7,2,10,8,7,21-35,Female,773.3
3511,0,5,0,0,0,6,3,5,2,4,0,5,6,8,6,0,1,5,1,3,21-35,Male,589.3
3512,2,4,4,1,2,4,4,5,2,5,2,5,1,5,10,5,2,2,1,8,36-50,Male,605.7
3513,2,1,3,10,10,10,4,2,1,3,5,2,10,7,10,1,2,4,1,10,36-50,Male,688.8
3514,2,4,3,2,4,5,3,2,1,6,1,1,2,7,10,5,1,2,1,7,> 50,Male,595.1
3515,5,5,1,7,8,7,1,1,1,5,1,7,3,7,10,2,2,8,1,6,36-50,Male,652.4
3516,4,3,10,3,3,4,2,1,2,5,1,10,1,7,0,7,1,5,4,10,36-50,Female,636.0
3517,3,3,7,4,5,3,7,4,2,7,6,3,1,7,10,1,2,7,6,7,> 50,Female,660.1
3518,5,5,2,4,7,4,4,3,1,3,1,1,4,7,10,1,2,3,1,7,36-50,Male,635.9
3519,0,5,0,10,4,10,0,5,1,7,0,3,1,10,10,2,2,3,0,10,21-35,Female,642.0
3520,2,5,5,2,10,9,3,5,1,4,6,6,3,6,10,10,2,1,7,9,21-35,Male,657.1
3521,5,1,10,10,10,6,3,5,1,8,1,8,1,8,0,0,2,4,4,10,21-35,Female,736.1
3522,2,2,0,3,10,10,4,0,1,7,1,3,0,6,10,1,2,6,3,4,> 50,Male,641.2
3523,2,2,0,3,10,10,4,0,1,7,1,3,0,6,10,1,2,6,3,4,> 50,Male,641.2
3524,2,4,1,3,4,10,3,2,2,2,7,1,1,5,7,7,2,5,1,4,36-50,Male,601.5
3525,0,3,1,10,1,5,0,1,1,0,0,1,0,6,0,2,2,0,3,2,< 20,Female,601.7
3526,2,5,4,10,7,10,6,1,2,3,6,3,10,7,10,5,1,5,3,7,21-35,Female,634.6
3527,2,5,4,10,7,10,6,1,2,3,6,3,10,7,10,5,1,5,3,7,21-35,Female,634.6
3528,4,5,1,10,0,8,6,0,2,3,4,1,1,8,3,5,1,2,10,1,< 20,Female,605.5
3529,5,1,4,5,3,7,5,1,1,8,3,4,10,8,0,5,2,2,7,10,< 20,Male,701.3
3530,3,3,10,4,7,2,6,5,2,5,4,4,2,7,0,3,2,3,3,8,> 50,Female,668.8
3531,4,4,3,5,2,4,0,5,2,3,2,4,0,6,5,3,2,7,1,3,36-50,Female,617.6
3532,2,1,1,3,3,5,1,1,1,2,0,6,3,5,0,9,2,0,5,5,< 20,Male,621.2
3533,3,1,1,3,3,3,3,3,2,7,2,1,4,8,0,1,1,8,2,4,> 50,Female,627.6
3534,5,3,8,7,4,10,6,3,1,6,5,9,2,7,0,6,2,10,4,10,< 20,Female,720.8
3535,1,5,4,10,1,10,2,1,2,2,5,2,10,9,7,1,2,2,6,10,21-35,Female,646.7
3536,0,3,5,6,5,5,0,5,2,2,10,6,10,7,10,1,2,1,2,5,21-35,Female,643.7
3537,3,5,10,10,10,10,7,5,1,9,1,3,5,5,0,2,2,10,1,10,21-35,Female,724.3
3538,5,3,2,5,5,6,5,4,2,9,5,8,5,6,0,7,1,6,1,10,36-50,Female,662.6
3539,0,3,10,10,1,6,5,4,1,7,4,5,10,6,10,0,1,4,4,6,< 20,Female,665.4
3540,1,1,0,0,3,5,1,0,2,6,0,3,1,8,5,1,1,3,1,5,21-35,Male,580.4
3541,4,4,3,8,7,9,6,2,2,7,6,5,8,9,0,2,2,8,7,9,> 50,Female,706.8
3542,4,4,3,8,7,9,6,2,2,7,6,5,8,9,0,2,2,8,7,9,> 50,Female,706.8
3543,4,2,0,2,4,3,2,3,2,3,1,1,5,8,5,0,2,1,1,5,> 50,Female,615.7
3544,4,4,2,4,10,8,8,5,1,5,5,6,5,7,10,10,2,3,1,2,21-35,Male,659.0
3545,3,2,3,3,2,10,6,1,1,4,3,10,5,8,0,3,2,10,3,10,36-50,Female,697.4
3546,5,3,6,6,10,10,5,5,2,8,1,3,10,8,0,3,2,10,2,10,> 50,Male,716.4
3547,2,3,10,3,8,10,4,2,1,6,3,5,2,7,5,7,2,10,5,5,> 50,Female,679.2
3548,2,1,3,8,10,10,6,1,2,8,3,4,3,7,0,3,2,10,4,2,> 50,Female,680.7
3549,3,3,5,7,10,7,4,3,2,5,4,5,0,7,4,0,1,7,0,2,36-50,Female,640.1
3550,3,3,5,7,10,7,4,3,2,5,4,5,0,7,4,0,1,7,0,2,36-50,Female,640.1
3551,3,2,10,5,10,4,7,5,1,7,4,7,5,7,5,2,2,7,2,5,21-35,Male,708.5
3552,3,2,10,5,10,4,7,5,1,7,4,7,5,7,5,2,2,7,2,5,21-35,Male,708.5
3553,4,3,10,10,10,10,10,4,1,7,3,8,2,8,0,1,1,10,8,10,21-35,Female,742.9
3554,2,4,7,8,10,10,3,5,1,6,2,2,1,5,10,3,1,3,8,2,21-35,Male,647.6
3555,2,5,3,4,3,10,1,3,2,6,5,5,1,6,7,5,1,4,3,4,21-35,Female,602.5
3556,1,1,3,4,2,5,4,2,1,3,1,5,2,6,10,10,1,4,1,5,36-50,Male,595.7
3557,4,5,1,2,4,10,3,2,2,5,2,6,2,7,10,7,2,4,1,3,> 50,Male,606.3
3558,2,2,4,7,5,1,0,2,1,4,0,5,3,5,0,1,1,1,2,4,21-35,Female,621.0
3559,2,2,4,7,5,1,0,2,1,4,0,5,3,5,0,1,1,1,2,4,21-35,Female,621.0
3560,1,2,10,6,4,6,3,1,1,9,2,2,3,7,0,2,2,10,4,6,36-50,Female,682.0
3561,4,1,4,2,8,4,2,2,2,6,8,8,4,7,5,1,2,10,4,2,21-35,Female,671.3
3562,2,2,10,10,1,10,3,1,1,3,3,1,3,10,1,5,1,3,3,3,< 20,Female,646.7
3563,3,2,5,7,5,6,3,2,1,8,2,10,2,8,5,7,2,10,1,7,36-50,Male,680.4
3564,3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,21-35,Male,646.3
3565,2,3,4,8,6,10,8,5,2,8,3,7,8,8,0,6,2,5,3,8,> 50,Female,696.8
3566,5,4,2,4,1,5,0,0,1,5,1,1,5,6,10,1,1,0,1,10,21-35,Male,600.0
3567,5,3,10,7,2,10,6,1,1,6,10,10,3,9,0,1,1,7,0,5,21-35,Female,701.0
3568,1,5,3,2,5,4,5,3,1,10,4,7,7,6,0,1,1,3,4,5,< 20,Female,652.2
3569,1,5,0,10,10,0,1,5,1,10,0,2,0,5,0,10,1,5,0,0,21-35,Female,605.1
3570,2,3,4,4,7,10,7,2,1,10,0,8,4,7,0,0,1,6,5,10,21-35,Female,690.0
3571,3,5,3,9,5,8,6,0,1,6,3,7,4,8,10,7,1,3,0,5,21-35,Female,625.4
3572,5,1,5,4,10,10,6,4,2,9,1,10,10,7,0,0,2,10,5,10,36-50,Female,739.7
3573,2,0,5,3,3,3,3,2,2,7,4,4,2,8,0,0,2,5,6,10,> 50,Male,667.3
3574,4,1,0,6,5,3,7,3,1,7,5,5,2,8,0,1,1,2,7,10,> 50,Male,679.4
3575,3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,21-35,Male,646.3
3576,1,1,5,5,7,2,0,2,1,0,3,2,3,7,2,1,2,3,3,4,21-35,Male,639.5
3577,3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,21-35,Male,646.3
3578,4,2,10,9,4,6,8,1,1,10,6,6,5,9,0,2,2,7,4,9,21-35,Female,729.1
3579,5,2,5,7,7,6,6,4,2,8,6,10,10,7,0,2,2,6,4,7,> 50,Female,719.3
3580,1,0,10,1,3,1,3,5,2,4,1,3,5,7,0,1,2,5,4,10,> 50,Male,661.8
3581,3,0,1,2,4,3,10,0,1,6,5,7,5,8,0,1,2,8,4,9,36-50,Male,695.1
3582,1,5,2,3,5,4,4,2,1,10,7,5,10,8,10,1,1,2,4,5,21-35,Female,638.6
3583,4,4,10,5,10,5,10,1,1,6,1,10,10,6,3,5,2,6,3,10,36-50,Male,710.6
3584,5,3,5,3,3,3,5,2,1,10,3,2,0,7,0,10,2,10,8,10,36-50,Female,676.9
3585,5,3,10,7,10,5,8,5,1,10,6,8,5,7,0,0,2,6,7,10,> 50,Female,756.3
3586,2,2,10,7,6,7,8,5,2,10,9,1,6,8,0,7,2,8,2,7,> 50,Female,702.4
3587,2,5,3,4,10,10,6,1,1,6,4,6,5,7,1,7,2,10,5,1,36-50,Female,674.3
3588,2,3,2,4,7,3,5,2,2,5,4,2,10,6,7,5,2,3,3,3,< 20,Male,625.7
3589,4,5,3,10,10,10,7,5,2,1,10,10,10,6,3,6,2,10,6,5,21-35,Male,712.3
3590,4,5,3,4,3,4,3,2,2,7,3,4,5,7,0,6,2,3,3,3,36-50,Female,628.0
3591,4,5,3,10,10,10,7,5,2,1,10,10,10,6,3,6,2,10,6,5,21-35,Male,712.3
3592,4,5,3,10,10,10,7,5,2,1,10,10,10,6,3,6,2,10,6,5,21-35,Male,712.3
3593,4,2,1,1,2,1,5,5,2,1,1,5,2,7,0,0,2,6,2,4,> 50,Female,635.0
3594,4,5,5,4,7,10,7,4,1,9,1,8,10,7,3,0,2,4,1,6,21-35,Female,703.6
3595,4,2,1,4,5,8,4,2,1,9,2,8,5,9,1,2,2,4,4,6,> 50,Female,690.4
3596,2,3,3,3,10,8,2,3,1,2,5,6,0,6,2,5,2,3,7,4,21-35,Female,658.8
3597,4,5,3,4,8,7,3,5,2,7,2,4,10,8,10,0,1,10,7,7,> 50,Female,662.2
3598,2,5,6,5,7,4,6,4,2,9,3,7,2,7,0,8,2,3,1,2,21-35,Male,642.2
3599,4,1,4,4,5,7,6,3,2,7,6,10,10,7,10,0,2,9,10,6,> 50,Male,705.7
3600,1,2,1,3,1,10,2,1,2,0,3,6,1,6,10,6,1,2,1,6,< 20,Male,573.8
3601,3,1,4,3,9,10,8,4,1,9,8,6,2,5,0,0,2,4,9,9,36-50,Female,730.0
3602,2,2,6,6,3,8,2,1,1,5,1,6,10,8,0,2,2,4,1,1,36-50,Female,667.7
3603,1,2,1,5,10,10,0,2,2,7,4,2,1,7,2,3,1,6,2,5,21-35,Female,625.9
3604,2,0,10,2,6,6,3,3,2,10,3,10,5,7,0,1,2,6,3,7,> 50,Female,695.5
3605,3,2,10,5,3,5,5,1,1,7,5,2,2,7,0,2,2,10,2,7,> 50,Female,685.4
3606,1,3,5,8,10,6,10,3,2,0,6,7,10,8,7,2,1,10,3,6,21-35,Female,669.6
3607,1,3,7,7,9,5,10,5,1,9,8,10,10,7,10,3,2,8,8,10,36-50,Male,736.3
3608,1,2,7,8,6,5,3,3,2,5,3,2,5,7,4,2,2,5,2,10,21-35,Female,658.2
3609,0,0,1,4,4,2,0,0,1,2,1,1,1,5,10,2,2,1,6,10,< 20,Male,606.6
3610,3,3,3,6,5,4,1,3,1,7,0,6,5,8,0,2,2,1,1,2,36-50,Female,654.1
3611,2,2,5,3,6,2,5,4,2,2,4,3,7,2,4,2,1,7,5,9,21-35,Male,633.6
3612,5,3,0,4,4,3,7,1,2,10,0,2,2,7,6,0,2,5,1,10,36-50,Male,639.5
3613,2,3,1,7,3,10,2,0,1,2,1,8,5,9,3,3,1,1,1,5,21-35,Female,627.5
3614,1,1,4,10,10,10,5,2,2,5,2,7,8,8,2,2,2,10,3,3,> 50,Female,691.7
3615,1,2,2,2,0,4,4,1,2,7,2,5,2,6,0,2,1,0,0,2,36-50,Female,587.2
3616,5,5,2,3,1,5,5,5,1,5,4,10,1,7,10,4,2,3,4,10,> 50,Female,659.8
3617,1,1,2,10,10,10,5,3,1,10,8,10,5,8,10,1,2,10,4,10,21-35,Female,729.7
3618,5,2,7,4,10,8,4,5,1,8,4,9,4,6,3,0,2,10,10,5,21-35,Male,737.6
3619,2,3,10,3,2,3,2,4,1,5,4,10,0,7,0,6,2,4,2,2,> 50,Female,656.4
3620,4,3,2,7,3,4,2,0,1,7,7,6,1,7,9,1,2,2,1,8,21-35,Male,647.1
3621,1,5,2,2,8,5,2,1,1,0,4,2,4,7,5,7,1,7,3,7,< 20,Female,605.5
3622,3,2,4,4,10,10,4,5,1,7,1,8,2,8,10,0,2,3,1,8,> 50,Female,686.8
3623,3,3,5,6,6,10,8,5,2,8,5,10,10,7,0,0,2,6,7,10,> 50,Male,731.2
